transaction_id,amount,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase,repeat_retailer,used_chip,used_pin,online_order,hour_of_day,fraud
TXN114781,248.53,121.38,144.27,8.89,1,0,0,1,3,1
TXN114782,114.85,22.51,0.7,1.41,1,1,1,1,15,0
TXN114783,29.31,7.85,3.55,0.78,1,1,1,0,15,0
TXN114784,69.22,14.59,2.93,1.21,1,0,1,1,13,0
TXN114785,130.6,0.64,3.12,0.87,1,1,1,0,12,0
TXN114786,52.52,10.29,5.1,0.89,0,1,0,0,12,0
TXN114787,173.94,8.05,4.25,1.58,1,1,1,0,14,0
TXN114788,135.8,11.77,2.05,0.93,1,1,0,0,17,0
TXN114789,77.07,6.05,1.1,1.94,0,1,1,1,15,0
TXN114790,47.37,10.33,3.23,1.08,1,1,1,0,16,0
TXN114791,27.03,3.44,3.18,1.4,1,1,1,0,16,0
TXN114792,91.0,10.82,4.7,1.74,1,0,1,1,13,0
TXN114793,197.94,14.87,6.76,1.0,1,1,1,0,21,0
TXN114794,106.37,7.36,3.26,1.07,1,1,0,0,16,0
TXN114795,179.67,7.31,4.55,1.15,1,1,1,0,22,0
TXN114796,58.41,12.16,5.5,0.56,0,1,1,1,12,0
TXN114797,26.45,13.56,1.89,0.14,1,0,0,0,18,0
TXN114798,2.66,0.9,8.96,1.66,1,1,0,0,9,0
TXN114799,8.23,1.51,1.63,1.02,1,1,1,1,15,0
TXN114800,189.19,1.49,2.06,1.03,1,1,0,1,12,0
TXN114801,93.03,3.15,4.77,1.76,1,0,0,0,11,0
TXN114802,94.83,0.92,2.97,0.74,1,0,1,0,19,0
TXN114803,130.03,2.55,2.55,0.65,0,0,0,0,13,0
TXN114804,52.33,8.28,4.14,0.67,1,1,1,0,10,0
TXN114805,17.58,6.96,0.26,1.15,0,1,1,0,13,0
TXN114806,0.54,3.64,2.51,1.82,0,1,1,0,5,0
TXN114807,46.81,0.39,5.41,1.55,0,0,1,0,16,0
TXN114808,56.49,8.64,1.33,1.36,1,1,0,0,23,0
TXN114809,97.97,1.83,1.89,1.63,1,0,1,0,16,0
TXN114810,113.96,3.02,8.93,0.15,1,1,1,0,7,0
TXN114811,12.49,21.94,5.9,1.87,1,0,1,0,8,0
TXN114812,19.28,3.47,6.52,1.93,1,1,0,0,14,0
TXN114813,21.08,25.1,1.97,1.13,0,1,1,1,9,0
TXN114814,137.43,11.37,0.12,1.12,1,1,0,0,20,0
TXN114815,91.27,7.24,4.26,0.7,1,1,0,0,13,0
TXN114816,47.08,10.8,4.57,1.26,1,1,1,1,10,0
TXN114817,55.45,2.5,1.33,0.29,1,1,0,0,21,0
TXN114818,147.07,148.09,52.47,4.3,1,0,0,1,23,1
TXN114819,332.43,1.88,2.32,0.64,1,1,1,0,10,0
TXN114820,208.39,0.22,0.93,1.08,1,1,1,1,18,0
TXN114821,22.39,1.78,2.13,0.9,1,1,0,0,15,0
TXN114822,15.81,3.58,1.04,0.49,0,0,0,0,10,0
TXN114823,63.51,1.54,4.08,0.2,1,0,0,1,19,0
TXN114824,81.53,12.52,9.59,1.09,1,1,1,0,10,0
TXN114825,77.46,0.93,1.55,1.17,1,1,1,0,16,0
TXN114826,51.18,15.61,2.34,0.71,1,1,1,0,22,0
TXN114827,99.34,10.96,3.92,0.23,1,1,1,1,11,0
TXN114828,253.46,10.86,2.84,0.86,1,0,1,0,14,0
TXN114829,131.15,6.9,2.41,1.5,1,1,1,0,13,0
TXN114830,183.54,7.2,5.37,0.59,1,0,1,0,14,0
TXN114831,23.66,9.7,8.45,1.4,1,1,0,0,15,0
TXN114832,81.91,10.96,3.41,1.43,0,0,1,1,10,0
TXN114833,57.96,10.71,4.02,1.09,1,1,1,0,22,0
TXN114834,69.13,1.36,5.04,1.58,1,0,1,0,19,0
TXN114835,22.25,2.16,7.51,1.79,1,1,1,1,13,0
TXN114836,145.84,8.69,8.79,0.74,1,0,1,1,10,0
TXN114837,115.63,5.47,7.32,0.66,1,1,0,0,17,0
TXN114838,60.28,2.95,5.32,1.04,1,0,1,0,20,0
TXN114839,107.51,17.23,1.67,0.75,1,1,0,0,5,0
TXN114840,107.7,4.9,2.59,1.17,1,1,0,0,7,0
TXN114841,145.02,2.21,7.64,0.54,1,1,0,1,11,0
TXN114842,28.13,12.5,1.54,0.77,1,1,0,1,12,0
TXN114843,112.16,15.33,4.22,1.23,1,0,0,1,3,0
TXN114844,121.88,4.8,7.2,0.89,1,1,0,1,16,0
TXN114845,64.56,0.83,3.16,0.95,0,0,0,0,11,0
TXN114846,84.71,7.24,6.15,0.65,1,1,0,0,11,0
TXN114847,40.41,0.95,5.86,1.42,1,0,1,1,19,0
TXN114848,33.15,8.55,3.68,2.08,1,0,1,0,20,0
TXN114849,36.45,0.9,5.95,0.72,1,1,1,0,23,0
TXN114850,69.58,4.23,1.16,0.99,0,0,1,0,17,0
TXN114851,109.43,3.13,1.09,0.46,1,0,0,1,12,0
TXN114852,61.87,3.44,1.48,0.35,1,1,1,0,18,0
TXN114853,155.39,9.22,2.78,1.63,1,1,1,0,19,0
TXN114854,51.86,11.3,3.82,1.08,1,0,0,0,9,0
TXN114855,85.35,6.44,1.06,1.0,0,0,1,0,13,0
TXN114856,68.99,3.06,1.69,1.38,0,1,1,1,8,0
TXN114857,35.75,12.96,3.0,0.43,1,1,1,0,12,0
TXN114858,35.96,4.28,3.57,0.83,1,1,1,0,9,0
TXN114859,215.53,6.69,2.01,0.64,1,0,0,0,13,0
TXN114860,54.97,0.56,2.29,0.61,1,1,1,0,15,0
TXN114861,33.06,2.95,8.62,1.06,1,0,1,0,6,0
TXN114862,101.68,6.35,1.97,1.75,1,0,1,0,10,0
TXN114863,49.97,18.36,2.56,0.87,1,1,1,0,11,0
TXN114864,136.77,9.01,2.15,0.79,1,1,1,0,3,0
TXN114865,71.91,0.94,2.16,1.21,1,1,0,0,12,0
TXN114866,88.5,12.7,1.33,1.48,1,1,1,0,9,0
TXN114867,17.96,0.16,3.76,0.45,1,1,0,0,23,0
TXN114868,51.22,6.52,4.95,1.91,1,0,0,0,15,0
TXN114869,153.61,8.67,4.69,1.56,0,0,1,0,15,0
TXN114870,120.07,16.31,4.45,0.9,0,0,1,0,13,0
TXN114871,19.04,12.28,4.57,1.63,1,0,0,1,12,0
TXN114872,63.46,5.85,1.1,1.0,1,1,1,0,0,0
TXN114873,76.25,5.1,0.95,1.18,1,0,0,0,18,0
TXN114874,109.32,2.85,1.77,0.75,1,1,1,0,19,0
TXN114875,50.86,0.71,2.73,0.27,1,1,0,0,17,0
TXN114876,117.6,4.35,1.37,1.27,0,0,0,0,12,0
TXN114877,35.63,17.16,7.87,1.22,0,1,0,0,13,0
TXN114878,76.66,4.38,2.61,1.71,1,1,0,1,2,0
TXN114879,39.84,2.21,2.37,0.94,1,1,1,0,2,0
TXN114880,24.85,3.75,8.65,0.86,1,1,1,0,23,0
TXN114881,53.41,18.83,2.31,1.26,0,1,1,1,15,0
TXN114882,135.71,9.57,7.1,0.82,1,1,0,0,16,0
TXN114883,17.0,6.39,0.84,0.81,0,1,0,1,15,0
TXN114884,43.26,7.12,5.68,1.02,1,1,0,0,7,0
TXN114885,67.99,16.77,1.4,1.61,1,1,0,0,15,0
TXN114886,40.39,12.25,1.47,1.19,1,0,1,0,16,0
TXN114887,61.74,13.79,7.64,0.91,1,1,0,0,15,0
TXN114888,112.64,6.97,3.98,1.36,1,0,0,0,14,0
TXN114889,32.61,2.39,3.19,0.86,0,1,0,0,15,0
TXN114890,32.3,12.44,0.97,1.39,1,1,1,0,18,0
TXN114891,91.69,9.21,1.2,1.13,1,1,1,0,10,0
TXN114892,96.46,11.82,2.08,1.24,1,1,0,0,11,0
TXN114893,219.55,80.63,52.01,3.87,0,0,0,1,23,1
TXN114894,89.45,11.93,6.5,1.13,1,0,1,0,20,0
TXN114895,147.43,5.52,3.6,1.04,1,1,1,1,13,0
TXN114896,44.47,5.67,3.18,1.44,1,0,0,0,14,0
TXN114897,237.49,3.94,0.73,1.29,1,1,0,0,10,0
TXN114898,39.98,2.66,3.55,0.49,1,1,1,0,5,0
TXN114899,120.16,8.52,2.02,0.98,1,1,1,0,6,0
TXN114900,52.41,11.63,5.51,0.66,1,1,0,1,13,0
TXN114901,652.15,39.08,29.51,1.9,0,0,0,1,6,1
TXN114902,1.27,0.04,6.82,0.32,0,1,0,0,11,0
TXN114903,36.92,6.98,4.14,1.27,1,1,0,0,11,0
TXN114904,25.01,3.09,3.28,1.39,1,0,0,1,19,0
TXN114905,130.76,12.42,0.49,1.49,1,1,1,0,20,0
TXN114906,26.3,4.95,2.06,1.32,1,1,0,0,23,0
TXN114907,27.3,3.14,2.69,0.59,1,1,0,0,13,0
TXN114908,111.05,13.16,2.68,1.86,0,0,1,0,11,0
TXN114909,71.17,8.67,5.67,0.2,0,0,0,0,14,0
TXN114910,9.25,17.33,5.36,1.35,1,0,0,0,10,0
TXN114911,98.22,0.46,8.3,1.16,1,1,1,0,0,0
TXN114912,84.83,1.61,5.26,0.56,1,1,1,0,10,0
TXN114913,17.87,9.25,0.37,0.53,1,1,1,0,11,0
TXN114914,67.71,20.95,1.69,0.85,1,1,0,0,17,0
TXN114915,198.29,1.6,2.6,1.26,0,1,1,0,12,0
TXN114916,71.86,5.14,8.44,1.55,1,1,1,0,18,0
TXN114917,58.55,9.44,1.25,1.08,1,1,1,0,23,0
TXN114918,133.98,2.93,2.07,0.97,1,0,0,0,15,0
TXN114919,55.88,13.38,4.45,1.15,1,0,1,0,19,0
TXN114920,27.44,0.99,4.29,0.27,1,0,0,0,20,0
TXN114921,43.65,4.61,1.03,0.88,0,1,0,0,17,0
TXN114922,496.2,110.41,16.0,5.02,0,0,1,1,14,1
TXN114923,39.33,8.94,9.93,1.6,1,1,0,0,9,0
TXN114924,71.24,1.27,0.15,1.48,1,1,1,0,4,0
TXN114925,15.18,20.6,0.73,0.57,1,1,1,1,13,0
TXN114926,21.0,8.95,0.53,1.13,1,1,1,1,14,0
TXN114927,67.19,0.35,0.68,0.1,1,1,1,0,13,0
TXN114928,559.57,14.66,56.05,1.95,0,0,0,1,2,1
TXN114929,39.36,13.42,6.27,0.92,0,1,0,0,8,0
TXN114930,170.87,12.08,5.88,0.07,0,1,0,0,14,0
TXN114931,21.22,12.92,3.09,0.26,1,1,0,0,9,0
TXN114932,197.12,4.3,2.11,1.04,1,0,1,0,17,0
TXN114933,105.08,6.98,5.9,1.16,1,1,1,0,3,0
TXN114934,43.32,13.36,3.74,0.63,0,0,1,1,19,0
TXN114935,111.52,0.73,2.13,1.17,1,1,0,1,17,0
TXN114936,75.31,4.06,1.29,0.45,1,0,0,0,12,0
TXN114937,72.38,6.54,5.53,2.06,1,1,0,0,8,0
TXN114938,42.29,0.1,7.87,0.71,1,0,1,0,12,0
TXN114939,236.7,1.36,0.33,0.6,0,1,1,0,6,0
TXN114940,62.14,8.35,3.11,1.1,1,0,1,0,9,0
TXN114941,85.2,4.89,2.56,1.14,0,1,1,0,15,0
TXN114942,25.48,2.31,0.99,0.88,1,0,0,1,17,0
TXN114943,72.82,15.68,2.78,0.73,1,1,1,0,6,0
TXN114944,107.64,0.15,5.24,2.06,1,0,1,1,13,0
TXN114945,39.04,9.69,3.86,0.79,1,1,1,0,11,0
TXN114946,125.83,10.44,4.35,0.83,1,1,1,0,13,0
TXN114947,33.54,13.45,3.75,1.46,1,1,1,0,6,0
TXN114948,18.31,5.15,2.59,0.4,1,0,0,0,11,0
TXN114949,36.99,3.83,2.91,0.37,1,1,0,0,18,0
TXN114950,146.25,24.11,2.24,0.51,1,1,1,1,10,0
TXN114951,92.78,1.68,3.84,0.7,1,0,0,0,11,0
TXN114952,129.06,8.9,8.29,0.09,1,1,1,0,12,0
TXN114953,21.41,16.32,2.55,1.47,1,1,1,0,6,0
TXN114954,25.05,14.58,0.89,1.37,1,0,0,0,8,0
TXN114955,136.09,4.86,3.88,0.03,0,1,1,1,22,0
TXN114956,111.25,3.41,5.74,0.41,0,0,1,0,12,0
TXN114957,70.74,5.86,4.2,1.12,0,0,1,1,12,0
TXN114958,60.24,11.14,6.95,1.95,1,1,1,0,8,0
TXN114959,77.18,6.03,7.21,0.65,1,1,0,0,15,0
TXN114960,98.33,4.09,4.95,1.21,1,1,0,0,15,0
TXN114961,18.25,11.49,5.02,0.38,1,1,1,0,3,0
TXN114962,63.21,5.06,0.79,0.86,1,1,1,0,17,0
TXN114963,79.86,5.26,2.76,1.18,1,0,1,0,18,0
TXN114964,105.33,3.63,1.03,1.35,1,1,1,0,14,0
TXN114965,45.03,5.74,3.82,0.96,0,0,1,0,7,0
TXN114966,22.23,8.15,9.95,0.73,1,1,1,0,21,0
TXN114967,87.81,7.69,0.25,1.08,1,1,1,0,8,0
TXN114968,82.59,0.07,3.4,1.32,1,1,1,1,18,0
TXN114969,15.74,2.83,4.06,0.04,1,1,0,1,20,0
TXN114970,22.18,1.25,2.35,0.44,1,1,0,0,11,0
TXN114971,18.84,6.52,1.13,1.41,1,1,0,0,13,0
TXN114972,50.59,20.75,5.41,0.59,1,0,1,0,12,0
TXN114973,54.01,14.29,2.9,1.01,0,0,1,0,9,0
TXN114974,44.02,23.18,0.66,0.34,1,1,1,0,7,0
TXN114975,13.63,21.57,3.05,0.48,0,1,0,0,14,0
TXN114976,58.98,6.36,2.75,1.12,1,0,0,1,15,0
TXN114977,64.73,12.62,4.43,0.11,1,1,1,0,14,0
TXN114978,281.19,7.43,4.95,1.23,1,1,0,1,10,0
TXN114979,198.79,2.04,8.28,0.28,1,1,0,0,10,0
TXN114980,27.81,15.47,2.5,0.07,1,0,1,0,9,0
TXN114981,23.08,2.1,3.5,0.9,1,1,1,1,6,0
TXN114982,98.05,1.25,7.44,0.29,1,1,1,0,14,0
TXN114983,101.09,5.23,3.95,0.08,1,1,1,0,16,0
TXN114984,85.79,20.43,2.01,1.11,1,1,0,0,11,0
TXN114985,115.88,0.25,3.62,1.15,1,1,0,0,17,0
TXN114986,33.2,8.77,4.41,0.77,1,1,1,0,8,0
TXN114987,23.05,4.61,4.37,0.38,1,1,0,0,12,0
TXN114988,170.37,10.88,0.72,0.14,1,0,1,0,23,0
TXN114989,141.63,4.45,4.96,0.77,1,1,0,0,8,0
TXN114990,41.75,17.15,6.01,1.01,1,1,0,1,14,0
TXN114991,124.84,2.93,11.02,1.37,1,1,1,0,13,0
TXN114992,103.87,12.72,4.66,1.45,1,1,1,1,13,0
TXN114993,9.06,2.02,0.08,0.42,1,1,1,1,20,0
TXN114994,78.25,9.43,3.88,1.67,1,0,1,1,10,0
TXN114995,77.63,0.23,2.08,1.96,0,1,0,0,8,0
TXN114996,58.65,4.97,5.06,0.55,1,1,0,1,11,0
TXN114997,71.71,2.25,2.44,1.16,1,1,1,0,15,0
TXN114998,115.18,10.94,1.05,1.07,1,1,1,0,13,0
TXN114999,59.05,13.66,3.2,0.79,1,0,1,1,13,0
TXN115000,110.97,3.46,3.55,1.81,1,0,0,0,7,0
TXN115001,80.21,2.44,2.34,1.46,1,0,1,0,16,0
TXN115002,49.52,2.23,0.62,0.87,0,0,1,0,18,0
TXN115003,75.75,13.82,5.26,1.85,1,0,0,1,19,0
TXN115004,98.92,6.65,3.97,1.19,1,1,1,0,13,0
TXN115005,16.38,7.94,3.97,1.41,1,1,0,0,9,0
TXN115006,105.04,9.23,0.95,0.75,1,1,0,0,15,0
TXN115007,148.77,7.5,0.75,1.42,1,1,1,1,18,0
TXN115008,105.73,8.74,3.44,1.29,1,1,1,0,19,0
TXN115009,39.73,15.8,2.82,1.26,1,1,0,0,12,0
TXN115010,238.81,12.71,0.41,1.17,0,1,1,0,21,0
TXN115011,32.98,15.58,3.89,0.79,1,1,0,1,9,0
TXN115012,29.02,0.79,1.02,0.82,1,1,0,0,8,0
TXN115013,104.03,10.61,0.22,0.44,1,0,0,0,11,0
TXN115014,27.21,11.33,1.43,1.78,0,1,0,0,11,0
TXN115015,64.22,11.29,0.22,1.0,1,1,1,1,10,0
TXN115016,86.65,52.96,45.53,0.54,0,0,0,1,1,1
TXN115017,64.83,4.05,2.03,0.27,1,1,1,0,9,0
TXN115018,48.47,2.06,0.08,1.03,1,0,0,0,10,0
TXN115019,76.29,2.91,3.26,0.87,1,1,1,0,16,0
TXN115020,14.09,6.92,2.22,0.55,1,1,0,0,15,0
TXN115021,23.6,9.73,6.12,0.05,0,0,0,0,11,0
TXN115022,174.56,2.63,1.3,2.15,1,0,1,0,9,0
TXN115023,72.73,21.05,3.58,1.29,1,1,1,0,10,0
TXN115024,132.07,14.17,2.73,0.93,1,1,1,1,9,0
TXN115025,97.76,6.84,4.73,1.45,1,0,0,0,21,0
TXN115026,56.91,0.89,0.06,1.47,1,0,1,1,14,0
TXN115027,35.21,4.06,0.13,0.29,1,1,0,1,18,0
TXN115028,70.25,10.52,0.43,1.43,1,1,1,0,22,0
TXN115029,91.17,3.8,2.21,1.69,1,1,1,1,19,0
TXN115030,139.72,6.74,7.18,0.79,1,0,1,1,8,0
TXN115031,48.09,2.8,3.91,1.53,1,1,0,0,12,0
TXN115032,30.69,4.38,0.92,0.56,1,1,1,0,13,0
TXN115033,64.23,0.74,5.16,1.24,1,0,0,1,13,0
TXN115034,163.42,1.22,7.57,1.61,1,1,1,0,10,0
TXN115035,34.82,15.15,6.6,1.07,1,1,1,0,17,0
TXN115036,30.28,7.01,7.72,0.56,1,1,0,0,21,0
TXN115037,60.57,6.38,4.67,0.41,1,1,1,1,8,0
TXN115038,162.11,5.61,2.71,1.68,1,0,0,1,15,0
TXN115039,65.07,18.9,4.16,1.03,0,0,1,1,23,0
TXN115040,5.22,1.39,2.73,0.83,1,1,0,0,19,0
TXN115041,54.02,13.08,0.13,1.43,1,1,0,0,20,0
TXN115042,141.7,13.97,0.56,0.38,1,1,1,0,17,0
TXN115043,18.73,0.59,1.86,0.11,1,0,1,0,22,0
TXN115044,36.77,6.56,7.95,0.72,1,1,1,0,10,0
TXN115045,113.17,11.07,7.88,1.48,0,0,1,0,23,0
TXN115046,90.8,7.72,5.61,0.87,1,0,1,1,13,0
TXN115047,21.13,0.27,0.09,0.57,1,1,0,0,8,0
TXN115048,142.24,5.04,1.15,0.54,1,1,0,0,9,0
TXN115049,24.35,15.43,1.37,0.82,1,1,0,1,11,0
TXN115050,32.82,5.71,2.84,0.7,1,1,1,1,21,0
TXN115051,87.49,4.34,8.03,1.17,1,1,0,0,16,0
TXN115052,14.66,15.0,6.68,2.08,1,0,1,0,3,0
TXN115053,226.77,3.47,1.49,0.29,1,1,0,0,11,0
TXN115054,131.63,1.29,0.33,0.9,1,1,1,0,12,0
TXN115055,44.71,5.06,3.86,1.14,1,1,0,0,6,0
TXN115056,14.11,5.64,2.17,1.07,1,1,1,0,17,0
TXN115057,159.37,12.13,6.88,0.9,1,1,1,0,13,0
TXN115058,66.31,10.9,1.45,0.79,1,0,1,1,12,0
TXN115059,38.1,1.98,0.05,0.44,0,1,1,0,21,0
TXN115060,66.11,7.98,5.19,1.05,0,0,1,0,17,0
TXN115061,15.68,4.49,0.43,1.81,1,1,1,0,10,0
TXN115062,94.61,15.08,11.84,0.96,1,0,1,0,9,0
TXN115063,80.1,2.26,5.23,1.91,0,1,0,0,16,0
TXN115064,118.37,17.62,2.8,0.78,0,0,0,0,9,0
TXN115065,84.65,4.55,3.62,1.18,1,0,0,1,4,0
TXN115066,85.72,7.05,3.04,0.85,0,1,0,0,13,0
TXN115067,28.27,7.1,8.98,1.57,1,1,1,1,12,0
TXN115068,195.99,8.79,3.74,1.82,1,0,1,0,14,0
TXN115069,104.71,4.39,7.03,0.1,1,1,1,0,18,0
TXN115070,37.49,7.42,0.12,1.49,1,1,1,1,10,0
TXN115071,51.92,13.88,3.55,0.35,1,1,0,1,11,0
TXN115072,25.84,10.92,2.03,0.56,1,0,1,1,22,0
TXN115073,222.1,3.66,0.94,0.71,1,0,0,0,14,0
TXN115074,38.36,7.15,1.49,1.1,1,0,1,0,17,0
TXN115075,138.57,0.53,3.22,1.21,0,1,1,0,15,0
TXN115076,95.61,8.39,4.8,0.3,1,1,1,0,15,0
TXN115077,98.25,8.05,3.14,1.25,1,1,1,0,0,0
TXN115078,54.93,4.32,1.16,1.44,1,0,1,1,16,0
TXN115079,24.57,5.13,3.97,0.97,1,0,1,1,16,0
TXN115080,173.51,0.38,0.2,1.07,1,1,0,0,22,0
TXN115081,82.95,8.88,1.59,1.82,1,1,1,0,13,0
TXN115082,121.06,1.23,0.15,1.02,0,1,0,0,8,0
TXN115083,157.76,3.94,0.52,0.66,1,1,1,0,9,0
TXN115084,101.64,9.45,7.36,0.0,1,1,1,0,18,0
TXN115085,91.35,11.58,1.37,1.73,1,1,1,0,15,0
TXN115086,43.15,13.06,1.17,1.99,1,1,0,0,19,0
TXN115087,169.7,2.42,2.99,0.92,1,1,1,0,12,0
TXN115088,85.14,5.67,3.83,0.82,1,0,0,0,9,0
TXN115089,142.71,4.02,4.82,1.26,0,1,1,0,11,0
TXN115090,118.02,9.23,9.59,1.63,1,1,1,0,16,0
TXN115091,68.6,0.55,6.51,0.79,1,1,1,1,23,0
TXN115092,17.32,1.1,3.35,1.44,1,1,1,0,20,0
TXN115093,109.65,12.66,3.78,0.58,1,0,1,1,10,0
TXN115094,43.28,18.32,3.32,1.81,1,1,0,0,13,0
TXN115095,23.91,0.94,3.68,2.06,1,1,0,0,11,0
TXN115096,30.38,7.67,2.68,0.78,1,1,1,0,17,0
TXN115097,192.43,1.58,0.56,1.41,1,1,1,1,20,0
TXN115098,86.68,16.82,3.98,1.04,1,1,1,0,17,0
TXN115099,102.46,3.81,3.01,0.26,1,1,1,0,23,0
TXN115100,66.34,8.5,7.79,0.27,1,1,0,1,17,0
TXN115101,240.13,42.95,10.8,1.31,0,0,0,1,23,1
TXN115102,30.58,5.55,0.7,1.31,1,1,1,1,14,0
TXN115103,23.85,2.86,7.24,1.24,0,0,1,0,17,0
TXN115104,15.07,2.36,1.52,0.4,1,0,1,0,11,0
TXN115105,92.9,8.16,2.0,0.48,1,1,1,1,10,0
TXN115106,41.83,8.81,0.53,0.34,1,1,1,1,16,0
TXN115107,8.81,21.55,5.43,1.16,1,1,1,0,15,0
TXN115108,116.73,5.54,7.39,0.75,1,1,1,0,16,0
TXN115109,35.42,14.79,4.38,1.49,1,1,0,1,19,0
TXN115110,94.06,3.69,1.45,1.35,1,1,1,1,18,0
TXN115111,59.26,7.44,8.58,0.62,1,1,0,1,16,0
TXN115112,41.79,1.25,5.46,0.94,1,1,1,1,7,0
TXN115113,13.3,11.85,2.09,0.46,1,0,1,0,13,0
TXN115114,36.58,8.72,2.6,0.91,0,1,0,0,17,0
TXN115115,50.82,6.74,3.9,1.09,1,0,0,0,14,0
TXN115116,94.92,2.32,4.23,1.29,1,1,0,1,19,0
TXN115117,14.58,16.56,0.07,1.98,1,0,1,0,12,0
TXN115118,78.13,4.73,12.9,1.68,0,0,1,0,15,0
TXN115119,30.19,2.0,4.64,1.28,0,1,0,0,14,0
TXN115120,61.81,1.98,0.94,1.57,1,0,1,1,10,0
TXN115121,24.25,2.09,0.1,0.8,1,1,0,0,12,0
TXN115122,118.72,14.35,0.1,1.29,1,1,0,0,17,0
TXN115123,49.18,9.45,0.64,1.1,0,1,1,0,18,0
TXN115124,77.72,7.73,4.83,0.51,1,1,1,1,18,0
TXN115125,134.41,14.16,4.52,1.56,1,1,1,0,10,0
TXN115126,60.84,12.17,3.92,0.17,0,1,1,1,12,0
TXN115127,9.28,1.89,1.48,1.53,1,1,0,0,13,0
TXN115128,79.5,5.66,2.77,0.99,1,1,1,0,14,0
TXN115129,124.24,5.6,11.98,1.51,1,0,1,0,16,0
TXN115130,69.21,10.64,4.97,1.24,1,1,0,0,11,0
TXN115131,33.03,11.75,3.35,0.28,1,1,1,0,8,0
TXN115132,24.38,6.35,0.07,0.68,1,1,0,1,13,0
TXN115133,55.88,3.08,4.0,0.39,1,1,1,0,21,0
TXN115134,18.94,16.18,6.41,1.32,1,1,0,0,15,0
TXN115135,35.64,3.76,3.95,0.96,1,1,0,0,20,0
TXN115136,115.58,5.1,2.17,1.45,0,1,1,0,16,0
TXN115137,82.57,7.09,0.98,1.13,1,1,0,1,11,0
TXN115138,115.5,2.44,4.35,0.89,0,1,0,0,17,0
TXN115139,39.03,5.91,1.57,1.65,1,1,0,0,23,0
TXN115140,82.89,16.3,2.35,0.13,1,1,1,0,15,0
TXN115141,117.63,6.24,3.89,1.27,0,0,0,0,12,0
TXN115142,57.33,16.23,0.4,0.18,1,1,0,0,17,0
TXN115143,191.77,6.27,2.26,0.88,1,1,0,0,17,0
TXN115144,341.36,172.07,56.23,0.65,0,0,0,1,2,1
TXN115145,73.25,10.46,1.4,1.43,0,1,1,0,15,0
TXN115146,85.17,13.78,2.54,1.35,0,0,1,0,9,0
TXN115147,72.7,1.88,4.91,0.51,1,1,1,1,18,0
TXN115148,57.36,0.95,1.58,1.47,0,1,1,0,14,0
TXN115149,75.11,1.13,0.49,0.44,1,1,1,0,18,0
TXN115150,36.74,9.58,0.97,1.21,1,0,0,0,13,0
TXN115151,24.1,2.31,4.94,1.97,1,1,1,0,14,0
TXN115152,63.22,16.32,7.57,0.78,1,1,0,1,10,0
TXN115153,10.22,10.75,0.24,0.74,1,1,1,0,6,0
TXN115154,19.71,0.48,1.15,0.91,1,1,1,0,2,0
TXN115155,121.6,17.29,0.17,1.2,1,1,1,0,9,0
TXN115156,43.58,9.58,11.83,1.26,1,1,0,1,17,0
TXN115157,27.82,4.79,3.33,1.29,1,1,0,0,18,0
TXN115158,173.27,3.61,1.91,0.99,1,1,1,1,14,0
TXN115159,27.78,7.11,2.37,1.34,1,1,1,1,17,0
TXN115160,139.69,5.57,5.07,0.52,1,1,1,0,17,0
TXN115161,96.83,8.22,0.45,1.06,1,1,0,0,15,0
TXN115162,63.08,7.02,10.22,0.54,0,1,0,0,9,0
TXN115163,147.19,0.91,4.93,1.03,1,1,1,1,6,0
TXN115164,14.96,5.57,2.49,1.31,0,1,1,0,16,0
TXN115165,27.46,2.58,0.47,1.34,1,1,1,0,15,0
TXN115166,74.81,5.67,2.32,1.62,0,0,1,0,9,0
TXN115167,72.67,8.35,4.11,0.84,1,1,0,1,16,0
TXN115168,85.92,11.51,7.16,0.52,1,1,0,1,23,0
TXN115169,74.6,4.43,8.86,0.96,1,1,1,0,12,0
TXN115170,54.0,7.17,3.07,1.5,1,1,0,0,9,0
TXN115171,88.26,0.87,4.25,0.35,1,0,1,0,12,0
TXN115172,243.57,74.04,11.65,7.11,0,0,0,1,23,1
TXN115173,104.34,1.96,1.65,1.22,1,1,0,0,23,0
TXN115174,93.56,0.53,0.27,0.6,1,0,1,1,9,0
TXN115175,61.56,6.3,10.81,0.51,1,1,1,0,21,0
TXN115176,52.2,7.27,3.76,1.06,0,1,0,0,4,0
TXN115177,57.01,4.69,0.45,0.01,1,0,1,1,12,0
TXN115178,135.85,0.02,4.6,1.5,1,1,1,0,16,0
TXN115179,450.86,26.62,19.46,5.98,0,0,0,1,20,1
TXN115180,172.81,5.37,9.33,0.88,1,1,1,0,20,0
TXN115181,45.97,3.66,1.62,1.56,0,1,1,0,15,0
TXN115182,53.82,11.24,0.05,0.32,1,1,1,1,16,0
TXN115183,31.87,15.7,2.22,1.2,1,0,1,0,11,0
TXN115184,27.74,1.98,0.44,1.22,1,0,1,1,0,0
TXN115185,75.91,13.74,0.24,0.64,1,1,1,1,10,0
TXN115186,18.84,1.95,3.66,0.18,1,1,1,0,13,0
TXN115187,227.86,4.45,2.02,0.8,1,1,0,1,6,0
TXN115188,106.6,4.47,2.94,1.27,0,1,0,0,15,0
TXN115189,121.7,5.2,4.24,1.26,1,1,1,1,12,0
